introgression_tract,Sdro,Sfra,Spal,Hpul,Overlapping Gene,Gene Name,Gene Length,Overlapping Bases,Percent Introgressed,Gene Coordinates,ECB Gene ID,Gene Synonyms,Curation Status,Gene Info,Echinobase GO,Echinobase KO,Tu GO
NW-022145597.1:5620694-5621671,20.9,41.13,13.96,47.3,LOC581625,helicase like transcription factor,49288,977,1.9822269112157116,NW_022145597.1:5588844-5638132,ECB-GENEPAGE-23050723,Snf2l3-like| helicase-like transcription factor-like |Sp-HltfL1|ZBU1|SPU_028332|Sp-Smarca3|LOC581625|helicase-like transcription factor,curated,n/a,n/a,n/a,n/a
NW-022145609.1:27041058-27042030,32.51,32.49,13.72,47.52,LOC589701,uncharacterized LOC589701,46177,972,2.104944019750092,NW_022145609.1:27036170-27082347,ECB-GENEPAGE-23135673,Sp-Erbb2ip|SPU_006039|erbb2 interacting protein|SPU_016935|Sp-Lrrc7|SPU_000376|leucine rich repeat containing 7|SPU_008048,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:1874734-1874825,76.81,82.92,18.25,76.09,LOC754150,uncharacterized LOC754150,42683,91,0.21319963451491225,NW_022145598.1:1862299-1904982,ECB-GENEPAGE-23057309,LOC110979566,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:17218607-17218847,25.38,35.13,13.95,35.15,LOC581359,general transcription factor IIE subunit 2,7140,240,3.361344537815126,NW_022145612.1:17216957-17224097,ECB-GENEPAGE-23160908,"Sp-Gtf2E2_1|Sp-Gtf2E2| general transcription factor IIE polypeptide 2, beta 34kDa|SPU_017897|SPU_001512|LOC581359|LOC110976015",curated,n/a,"GO:0003677,GO:0005673,GO:0006367",KEGG:spu:581359,n/a
NW-022145609.1:29515835-29516798,33.41,43.49,17.53,61.31,LOC583017,uncharacterized LOC583017,27553,963,3.495082205204515,NW_022145609.1:29496387-29523940,ECB-GENEPAGE-23136290,Sp-Apob_2|SPU_028684|apolipoprotein B|Sp-Vwdp|SPU_028685,partially curated,n/a,n/a,n/a,n/a
NW-022145596.1:28336635-28336815,59.14,70.55,16.65,93.62,LOC100893884,uncharacterized LOC100893884,28999,180,0.6207110590020345,NW_022145596.1:28327462-28356461,ECB-GENEPAGE-23048468,SPU_013114|Sp-Hypp_2069|hypothetical protein-2069|LOC110973242,partially curated,n/a,n/a,n/a,n/a
NW-022145611.1:44279150-44280109,16.08,30.59,10.72,21.69,LOC578318,sialin,12322,959,7.7828274630741765,NW_022145611.1:44275467-44287789,ECB-GENEPAGE-23155943,Sp-Slc17a5_7|SPU_021623,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145598.1:8019029-8019982,20.66,40.23,12.89,25.51,LOC587463,L3MBTL histone methyl-lysine binding protein 4,30264,953,3.148955855141422,NW_022145598.1:8007395-8037659,ECB-GENEPAGE-23058305,lethal(3)malignant brain tumor-like 3 protein| l(3)mbt-like 3 |Sp-L3mbtl3|Sp-L3mbt|LOC587463|SPU_021123|SPU_017786|SPU_020499|LOC110979530,partially curated,n/a,n/a,n/a,"TF,TF_Other,TF_Other|Kinase,Kinase_Other,Kinase_Other"
NW-022145604.1:6803277-6803860,37.21,48.91,20.47,57.63,LOC590226,calcium-binding protein P,10130,583,5.755182625863771,NW_022145604.1:6796411-6806541,ECB-GENEPAGE-23099437,Sp-Hypp_1751|SPU_007885|hypothetical protein-1751,partially curated,n/a,n/a,KEGG:spu:590226,n/a
NW-022145597.1:6579607-6580245,13.54,29.33,8.16,40.22,LOC100891506,intraflagellar transport 81,15935,638,4.0037652965171,NW_022145597.1:6565567-6581502,ECB-GENEPAGE-23050968,SPU_006739|SPU_015051|Sp-Ift81h|SPU_003223|intraflagellar transport 81 homolog|carnitine deficiency-associated gene expressed in ventricle 1|SPU_003222|LOC100891506|intraflagellar transport protein 81 homolog|LOC110977898,curated,n/a,n/a,n/a,n/a
NW-022145614.1:28988493-28988559,27.41,56.08,22.32,37.05,LOC577371,dynein axonemal heavy chain 5,84280,66,0.07831039392501186,NW_022145614.1:28932714-29016994,ECB-GENEPAGE-23187449,"Sp-Dnahc8_1|Sp-Axndhc5h| Sp-Dnah5 |Sp-Dnah5-2|Sp-Dnahc5_1|Sp-Dnahc5| Sp-Dnah5_1 | dynein, axonemal, heavy chain 5-1 | dynein, axonemal, heavy chain 5 | dynein, axonemal, heavy chain 8 | dynein, axonemal, heavy chain 5-2 | DNAH5 |DHC3B|LOC577371|dynein heavy chain 5, axonemal|SPU_022009|SPU_022008|SPU_015774|SPU_009127|SPU_002733|SPU_022656|SPU_002732|SPU_014583|SPU_030226|SPU_019884|SPU_001526|SPU_014620|SPU_000198|LOC110981297",curated,n/a,n/a,n/a,"Cytoskeleton,Cytoskeleton_Dynein,Cytoskeleton_Dynein"
NW-022145594.1:33050534-33050537,41.33,25.33,19.67,52.67,LOC762758,"dynein heavy chain 9, axonemal",110988,3,0.0027029949183695534,NW_022145594.1:33036063-33147051,ECB-GENEPAGE-23032324,"Sp-Dnah9L|Sp-Dnahc11|Sp-Dnahc9|Dnah9/11/17-like, Sp-Dnah9_2|dynein, axonemal, heavy chain 11-like|Sp-Dnah11L|heavy chain 17-like|Sp-Dnah17L| dynein, axonemal, heavy chain 17-like | dynein beta chain, flagellar outer arm-like |Sp-Dnahc17L|SPU_005220|SPU_021960|SPU_008276|SPU_028057|SPU_012812|SPU_003404|SPU_028599|SPU_017173|LOC110983882",partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:23599147-23600096,16.83,35.69,6.43,36.63,LOC105436394,ribosomal protein S18,6962,949,13.631140476874462,NW_022145610.1:23598045-23605007,ECB-GENEPAGE-23143079,LOC105436394|Sp-Rps18_1|SPU_011152|duplicate RPS18|Sp-Rps18|SPU_006459|ribosomal protein S18|LOC590220|40S ribosomal protein S18|LOC110975825,curated,n/a,"GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:1990904",n/a,n/a
NW-022145613.1:8662759-8663707,21.45,31.88,12.59,34.22,LOC582830,nuclear receptor coactivator 7,55110,948,1.7201959716929776,NW_022145613.1:8641287-8696397,ECB-GENEPAGE-23174024,Sp-Ncoa7l|nuclear receptor coactivator 7|SPU_000169|LOC110989890,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:12054976-12055008,54.22,54.12,27.62,56.69,LOC100893706,uncharacterized LOC100893706,11151,32,0.2869697784952022,NW_022145599.1:12051028-12062179,ECB-GENEPAGE-23066432,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145596.1:12542910-12543854,25.95,43.17,32.7,21.14,LOC100888702,uncharacterized LOC100888702,103819,88,0.08476290467062869,NW_022145596.1:12439179-12542998,ECB-GENEPAGE-23045349,SPU_028543|SPU_001797|Sp-MacpfC.2|SPU_025917|Sp-Acs16|LOC110979812,partially curated,n/a,n/a,n/a,"Immunity,Immunity_Effector,Immunity_EffectorCytolytic|Metabolism,Metabolism_Lipid,Metabolism_Lipid"
NW-022145598.1:3557253-3558194,27.16,33.73,15.91,30.64,LOC594470,transmembrane protein 179B-like,19855,941,4.739360362629061,NW_022145598.1:3542960-3562815,ECB-GENEPAGE-23057609,SPU_027993|Sp-Tmem179L3|transmembrane protein 179-like,partially curated,n/a,GO:0016020,KEGG:spu:594470,n/a
NW-022145613.1:27946927-27946934,57.29,51.0,17.0,95.57,LOC577726,"arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",76253,7,0.009179966689835154,NW_022145613.1:27931298-28007551,ECB-GENEPAGE-23178475,Sp-Ddef1|SPU_008897|Development and Differentiation Enhancing Factor 1|SPU_006112|LOC110985045,partially curated,n/a,"GO:0005096,GO:0005737,GO:0043547,GO:0046872",n/a,n/a
NW-022145604.1:8393076-8393667,27.72,39.37,10.51,19.41,LOC100890302,cullin 2,23310,591,2.5353925353925355,NW_022145604.1:8387412-8410722,ECB-GENEPAGE-23099847,LOC100890302|cullin-2|SPU_024586|Sp-Cul2|SPU_026594|cullin 2|LOC110984232,curated,n/a,n/a,n/a,"CellCycle,CellCycle,CellCycle"
NW-022145605.1:39107410-39107427,48.94,51.24,95.88,66.47,LOC589950,cytochrome P450 2J2-like,10485,17,0.16213638531235097,NW_022145605.1:39104094-39114579,ECB-GENEPAGE-23113653,Sp-Cyp2L56|SPU_024113|Cytochrome P450 Family 2 like|CYP2,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_SecondaryMetabolites,Metabolism_SecondaryMetabolites"
NW-022145613.1:14361748-14362683,22.26,27.42,6.33,39.62,LOC764829,tyrosyl-DNA phosphodiesterase 2,4635,935,20.17259978425027,NW_022145613.1:14359675-14364310,ECB-GENEPAGE-23175451,LOC764829|Sp-Ttrap|SPU_013090|TRAF and TNF receptor associated protein,curated,n/a,n/a,n/a,n/a
NW-022145614.1:3482660-3483593,10.91,32.95,6.44,27.53,LOC576291,junctophilin-1,23191,933,4.023112414298651,NW_022145614.1:3481737-3504928,ECB-GENEPAGE-23181896,Sp-Jph3|SPU_019614|junctophilin 3|LOC110975663,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:15417164-15417252,31.51,22.24,12.8,13.67,LOC100890003,adhesion G-protein coupled receptor G2,14707,88,0.5983545250560958,NW_022145609.1:15405851-15420558,ECB-GENEPAGE-23133612,hypothetical protein-1288; G protein-coupled receptor-like|SPU_006066|Sp-Gpr126L_3|SPU_027243|protein-coupled receptor 126-like-3|Sp-Hypp_1288|SPU_000808|hypothetical protein-1288|G protein-coupled receptor-like|SPU_001823,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ReceptorGPCR,Adhesion_ReceptorGPCR"
NW-022145611.1:9144642-9144673,35.32,45.39,26.29,58.06,LOC583322,disheveled-associated activator of morphogenesis 1-A,106421,31,0.02912958908486107,NW_022145611.1:9048476-9154897,ECB-GENEPAGE-23147474,SPU_023455|SPU_025696|SPU_006730|Sp-Daam1|SPU_020925|SPU_018783|SPU_010833|LOC110982891,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:16403952-16404417,21.07,22.56,16.01,34.59,LOC593454,zinc finger CCHC-type containing 8,12618,465,3.6852116024726578,NW_022145605.1:16397007-16409625,ECB-GENEPAGE-23108399,LOC593454|zinc finger CCHC domain containing 8 |Sp-Zcchc8|SPU_019776|zinc finger CCHC domain-containing protein 8|LOC110982314,curated,n/a,n/a,n/a,n/a
NW-022145606.1:6132329-6132400,65.59,59.01,16.45,53.76,LOC592751,missing,21293,71,0.3334429155121401,NW_022145606.1:6122869-6144162,ECB-GENEPAGE-23104394,Sp-Alox5_1|SPU_010893|arachidonate 5-lipoxygenase-1|Sp-Alox5_5|SPU_010894|arachidonate 5-lipoxygenase-5,partially curated,n/a,"GO:0006629,GO:0016702,GO:0046872",n/a,n/a
NW-022145594.1:32974795-32975712,30.2,31.0,20.03,41.39,LOC762799,uncharacterized LOC762799,27678,917,3.3131006575619626,NW_022145594.1:32951029-32978707,ECB-GENEPAGE-23032293,SPU_030071|Sp-Vc1_2|SPU_030081|Sp-Vc1_3|Sp-Vc1_1|SPU_013709,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorIg,Immunity_ReceptorIg|Immunity,Immunity_ReceptorIg,Immunity_ReceptorIg|Immunity,Immunity_ReceptorIg,Immunity_ReceptorIg"
NW-022145606.1:13008144-13009061,19.54,42.58,14.12,26.61,LOC590341,splicing factor 3a subunit 1,24410,917,3.7566571077427287,NW_022145606.1:12991330-13015740,ECB-GENEPAGE-23116077,"LOC590341|Sp-Sf3a1|Sp-Sf3a1_2|Sp-Sf3a1_1| splicing factor 3a, subunit 1, 120kDa isoform 1|SPU_026806|SPU_027895|SPU_013513|SPU_007585|LOC110984035",curated,n/a,n/a,n/a,n/a
NW-022145594.1:27365765-27365767,59.5,82.0,25.0,28.0,LOC105441964,soluble scavenger receptor cysteine-rich domain-containing protein SSC5D-like,13763,2,0.014531715469011117,NW_022145594.1:27354925-27368688,ECB-GENEPAGE-23031130,SPU_022146|Sp-Srcr177|SPU_013650|Sp-Srcr109,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger|Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger"
NW-022145614.1:11129076-11129106,36.97,45.93,19.5,43.53,LOC581521,cystine/glutamate transporter,16973,30,0.1767513109055559,NW_022145614.1:11115225-11132198,ECB-GENEPAGE-23183871,Sp-Slc7a8_1|SPU_008806|L-type amino acid transporter 2|hLAT2|Large neutral amino acids transporter small subunit 2,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:2747539-2748451,18.81,21.62,8.29,36.08,LOC100894030,uncharacterized LOC100894030,34885,912,2.6143041421814535,NW_022145609.1:2729820-2764705,ECB-GENEPAGE-23130940,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:7600082-7600504,33.41,27.74,9.23,45.02,LOC590613,rho GTPase-activating protein 100F,40767,422,1.0351509799592808,NW_022145609.1:7563536-7604303,ECB-GENEPAGE-23131895,"hypothetical protein-1299|Sp-Hypp_1299| Syde1/2-like, RhoGAP100F homolog, Sp-Syde1, Sp-Hypp_1299 |synapse defective 1| Rho GTPase homolog |Sp-Syde|7h3|SPU_001939|SPU_001007|rho-GTPase-activating protein-like|LOC110985187",partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:19403156-19403865,13.01,15.23,7.69,21.46,LOC755830,prostaglandin reductase 1,15557,709,4.557433952561548,NW_022145603.1:19388573-19404130,ECB-GENEPAGE-23095130,SPU_016073|SPU_010850,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:49490969-49491876,21.84,30.87,12.64,40.06,LOC115921513,uncharacterized LOC115921513,2502,623,24.90007993605116,NW_022145594.1:49491253-49493755,ECB-GENEPAGE-23035131,SPU_013486,partially curated,n/a,n/a,n/a,n/a
NW-022145601.1:12557560-12558465,54.33,45.26,18.69,53.62,LOC592057,transcription factor HES-4,2378,905,38.05719091673676,NW_022145601.1:12556568-12558946,ECB-GENEPAGE-23082242,Sp-HesC|SPU_021608|hairy and enhancer of split-like C|Sp-Hes|LOC110986529,partially curated,n/a,n/a,KEGG:spu:592057,"TF,TF_bHLH,TF_bHLH"
NW-022145603.1:18405113-18405547,16.36,21.47,12.59,54.27,LOC754486,uncharacterized LOC754486,34704,434,1.2505763024435224,NW_022145603.1:18374994-18409698,ECB-GENEPAGE-23094880,"Sp-Unc44L_17| ankyrin2,3/unc44-like-17|SPU_001685|LOC110977993",partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:11980047-11980949,26.81,34.01,13.26,10.86,LOC100890821,acid-sensing ion channel 1B,20096,902,4.488455414012739,NW_022145598.1:11965897-11985993,ECB-GENEPAGE-23059138,SPU_023305|SPU_001382,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:10811606-10811997,75.41,51.94,20.45,80.94,LOC100891935,DOT1 like histone lysine methyltransferase,41961,391,0.9318176401896999,NW_022145609.1:10774335-10816296,ECB-GENEPAGE-23132662,"Sp-Dot1Ll_1|SPU_005570|DOT1-like|histone H3 methyltransferase|Sp-Dot1LL|SPU_024691|LOC100891935|histone-lysine N-methyltransferase, H3 lysine-79 specific|LOC110985151",curated,n/a,n/a,n/a,n/a
NW-022145609.1:32966704-32967604,49.32,57.81,10.96,41.84,LOC100893045,uncharacterized LOC100893045,17896,900,5.029056772463121,NW_022145609.1:32956502-32974398,ECB-GENEPAGE-23137046,Sp-Fn3/Ig/Egf|SPU_026399,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ReceptorIgFN3,Adhesion_ReceptorIgFN3"
NW-022145609.1:16046731-16046824,49.0,50.01,23.51,62.23,LOC593964,GLIS family zinc finger 3,47920,93,0.19407345575959933,NW_022145609.1:16023594-16071514,ECB-GENEPAGE-23133787,Sp-GlisB|z113|GLIS family zinc finger 1 and 3-like|Sp-Glis1/3| Gli-similar | GLIS family zinc finger 3 | GLIS family zinc finger 1 |Glis2|Glis|zinc finger C2H2|LOC593964|SPU_018744|SPU_024951|LOC110977415,partially curated,n/a,n/a,n/a,"ZNF,ZNF,ZNF"
NW-022145600.1:18965509-18966405,12.22,29.17,5.82,11.27,LOC579633,peroxisomal N(1)-acetyl-spermine/spermidine oxidase,10691,896,8.380881114956505,NW_022145600.1:18964262-18974953,ECB-GENEPAGE-23075951,SPU_001066|Sp-Paox|SPU_013936|Polyamine oxidase|Peroxisomal N1-acetyl-spermine/spermidine oxidase,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Coenzyme,Metabolism_Coenzyme"
NW-022145600.1:24262756-24263651,8.6,18.13,12.07,20.15,LOC582142,ankyrin repeat domain 55,53241,895,1.6810352923498806,NW_022145600.1:24224201-24277442,ECB-GENEPAGE-23076800,Sp-Ankrd55|SPU_019535|ankyrin repeat domain 55|LOC582142|ankyrin repeat domain-containing protein 55|LOC110979846,curated,n/a,n/a,n/a,n/a
NW-022145609.1:20900435-20900623,44.2,52.81,16.11,59.87,LOC584365,ergothioneine biosynthesis protein 1,47915,188,0.3923614734425545,NW_022145609.1:20859557-20907472,ECB-GENEPAGE-23134443, SAM-dependent methyltransferase-like |Sp-SdmL|SPU_026474|SPU_005565|LOC110987208,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:19237926-19238289,34.91,29.64,7.99,28.57,LOC586369,"MMS19 homolog, cytosolic iron-sulfur assembly component",22689,363,1.5998942218696286,NW_022145600.1:19232174-19254863,ECB-GENEPAGE-23076062,LOC586369|Sp-MmsL19|SPU_015247|MET18 homolog|MMS19 nucleotide excision repair protein homolog|LOC110973869,curated,n/a,n/a,n/a,n/a
NW-022145598.1:20039789-20040678,29.19,28.1,12.69,36.2,LOC575080,eukaryotic translation initiation factor 3 subunit H,9136,889,9.730735551663749,NW_022145598.1:20033067-20042203,ECB-GENEPAGE-23060790,LOC575080|Sp-Eif3s3L|SPU_023965|eukaryotic initiation factor3|MOV34|eukaryotic translation initiation factor 3 subunit H-B|LOC110980535,curated,n/a,n/a,KEGG:spu:575080,"TranslationFactor,TranslationFactor,TranslationFactor"
NW-022145609.1:38635846-38636171,19.97,29.2,6.65,16.18,LOC578453,glycine decarboxylase,12055,325,2.6959767731231854,NW_022145609.1:38631845-38643900,ECB-GENEPAGE-23138098,"Glycine decarboxylase | Glycine cleavage system P-protein |Glycine dehydrogenase|Sp-Gldc|LOC578453|glycine dehydrogenase (decarboxylating), mitochondrial|SPU_027673|LOC110977417",curated,n/a,"GO:0004375,GO:0005739,GO:0006546",KEGG:spu:578453,"Metabolism,Metabolism_AminoAcid,Metabolism_AminoAcid"
NW-022145600.1:9652772-9653659,21.63,35.7,11.52,40.01,LOC580054,DNA polymerase lambda,10152,887,8.73719464144996,NW_022145600.1:9650763-9660915,ECB-GENEPAGE-23074087,LOC580054|Sp-Poll| polymerase (DNA directed) lambda|SPU_001558|LOC110973858,curated,n/a,n/a,n/a,n/a
NW-022145610.1:12352063-12352946,41.82,43.81,10.69,29.47,LOC115929364,probable low affinity copper uptake protein 2,4244,883,20.80584354382658,NW_022145610.1:12351464-12355708,ECB-GENEPAGE-23140818,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:2610520-2611394,12.61,25.32,5.78,10.56,LOC115918086,NADH-cytochrome b5 reductase-like,9200,874,9.5,NW_022145609.1:2605184-2614384,ECB-GENEPAGE-23130929,SPU_022972,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:13056699-13057572,27.73,29.74,10.41,21.03,LOC115924032,missing,24197,873,3.607885275034095,NW_022145600.1:13033749-13057946,ECB-GENEPAGE-23130929,SPU_022972,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:27430213-27431086,18.42,24.18,10.12,35.7,LOC100887999,uncharacterized LOC100887999,36793,873,2.3727339439567308,NW_022145600.1:27405873-27442666,ECB-GENEPAGE-23077342,"family with sequence similarity 178, member A-like  |Sp-Fam178aL|SPU_012681",partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:19920483-19921356,38.69,21.43,14.71,19.93,LOC762371,NDC80 kinetochore complex component,18412,873,4.741472952422334,NW_022145607.1:19913057-19931469,ECB-GENEPAGE-23125790,LOC762371|kinetochore protein NDC80 homolog|LOC110989164,curated,n/a,n/a,n/a,n/a
NW-022145611.1:13180131-13181003,22.88,98.4,17.68,42.98,LOC115929509,transmembrane protein 145-like,1358,183,13.475699558173785,NW_022145611.1:13180820-13182178,ECB-GENEPAGE-23148390,Sp-Tmem145L|transmembrane protein 145-like|SPU_028737,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:4734946-4734972,22.77,41.5,14.54,64.31,LOC586584,major vault protein,20307,26,0.12803466784852513,NW_022145600.1:4714773-4735080,ECB-GENEPAGE-23073096, major vault protein-like |Sp-MvpL_1|Sp-Mvp_1|Sp-MvpL|SPU_018647|SPU_018164|Sp-Mvp_2|LOC110973816,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:557874-558741,9.08,29.37,5.41,32.61,LOC100891353,missing,52953,867,1.6373010027760468,NW_022145600.1:509014-561967,ECB-GENEPAGE-23187449,"Sp-Dnahc8_1|Sp-Axndhc5h| Sp-Dnah5 |Sp-Dnah5-2|Sp-Dnahc5_1|Sp-Dnahc5| Sp-Dnah5_1 | dynein, axonemal, heavy chain 5-1 | dynein, axonemal, heavy chain 5 | dynein, axonemal, heavy chain 8 | dynein, axonemal, heavy chain 5-2 | DNAH5 |DHC3B|LOC577371|dynein heavy chain 5, axonemal|SPU_022009|SPU_022008|SPU_015774|SPU_009127|SPU_002733|SPU_022656|SPU_002732|SPU_014583|SPU_030226|SPU_019884|SPU_001526|SPU_014620|SPU_000198|LOC110981297",curated,n/a,n/a,n/a,"Cytoskeleton,Cytoskeleton_Dynein,Cytoskeleton_Dynein"
NW-022145607.1:30888525-30889392,12.62,27.01,5.04,5.87,LOC100888341,NACHT and WD repeat domain-containing protein 2,36919,867,2.3483843007665426,NW_022145607.1:30859002-30895921,ECB-GENEPAGE-23127980,Sp-Hypp_320| NACHT nucleoside triphosphatase-like |hypothetical protein-1798|Sp-Hypp_1798|hypothetical protein-1745|Sp-Hypp_1745|telomerase-associated protein-like|hypothetical protein-2530|Sp-Hypp_2530|NACHT and WD repeat domain containing 1-1|Sp-Nwd1_1|SPU_020912|SPU_009781|SPU_007695|SPU_008601|SPU_007694|SPU_001001|hypothetical protein-320|LOC110974653,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:19174800-19174959,43.1,48.13,19.98,56.66,LOC754128,brefeldin A-inhibited guanine nucleotide-exchange protein 1,38157,159,0.4166994260555075,NW_022145598.1:19155903-19194060,ECB-GENEPAGE-23060584,brefeldin A-inhibited guanine nucleotide-exchange protein 1|Sp-Arfgef1_1|ADP-ribosylation factor guanine nucleotide-exchange factor 1|Sp-Arfgef1|SPU_009827|SPU_025852|SPU_003406|LOC110978672,partially curated,n/a,n/a,n/a,n/a
NW-022145594.1:33588520-33589370,26.87,17.71,10.97,14.7,LOC100891032,cell adhesion molecule-related/down-regulated by oncogenes,20285,850,4.190288390436283,NW_022145594.1:33571530-33591815,ECB-GENEPAGE-23032453,SPU_010851|Sp-CdoL|LOC110988888,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ReceptorIgFN3,Adhesion_ReceptorIgFN3"
NW-022145598.1:17204908-17205756,46.24,49.0,35.03,9.58,LOC105439871,plexin-A4-like,3503,848,24.20782186697117,NW_022145598.1:17202904-17206407,ECB-GENEPAGE-23060182,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:37017103-37017951,13.9,25.6,5.83,25.24,LOC579169,uncharacterized LOC579169,42368,848,2.001510574018127,NW_022145613.1:36980525-37022893,ECB-GENEPAGE-23180218,Sp-Hypp_655|SPU_011717|hypothetical protein-655,partially curated,n/a,n/a,n/a,n/a
NW-022145598.1:16792721-16792891,44.48,34.26,16.24,27.46,LOC100890089,uncharacterized LOC100890089,109611,170,0.1550939230551678,NW_022145598.1:16690551-16800162,ECB-GENEPAGE-23060035,hypothetical protein-71; endosomal membrane protein-like|Sp-Abca1_1|SPU_017553|ATP-binding cassette transporter 1|ATP-binding cassette 1|ABC-1|ATP-binding cassette sub-family A member 1|Sp-Hypp_71|SPU_011571|hypothetical protein-71|endosomal membrane protein-like,partially curated,n/a,n/a,n/a,"Defensome,Defensome_TransporterABC,Defensome_TransporterABC"
NW-022145600.1:24972581-24972587,73.83,70.67,24.0,94.67,LOC576573,cytosolic iron-sulfur assembly component 1,9278,6,0.06466910972192283,NW_022145600.1:24969719-24978997,ECB-GENEPAGE-23076960,LOC576573| cytosolic iron-sulfur protein assembly 1 homolog |Sp-Ciaoh1|SPU_017910|probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog|LOC110982520,curated,n/a,"GO:0016226,GO:0097361",KEGG:spu:576573,n/a
NW-022145609.1:13868313-13869156,11.54,25.18,8.36,24.61,LOC115918982,uncharacterized LOC115918982,9314,843,9.050891131629804,NW_022145609.1:13863723-13873037,ECB-GENEPAGE-23133367,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145610.1:14797493-14798336,32.61,44.02,12.77,46.9,LOC752626,ribosomal protein L5,8496,843,9.92231638418079,NW_022145610.1:14794400-14802896,ECB-GENEPAGE-23141285,LOC752626|SPU_001314|Sp-Rpl5|SPU_013432|ribosomal protein L5|60S ribosomal protein L5|LOC110987663,curated,n/a,n/a,n/a,n/a
NW-022145613.1:14475678-14476017,23.83,11.58,10.77,25.22,LOC593059,mutS homolog 6,52432,339,0.646551724137931,NW_022145613.1:14459091-14511523,ECB-GENEPAGE-23175488,LOC593059|MSH6 protein|Sp-Gtmbp|Sp-Msh6_1|Gtmbp|GTBP|G/T mismatch binding protein|MutS-alpha 160 kDa subunit|Sp-Msh6|SPU_028261|SPU_019419|SPU_012960|SPU_015322|SPU_011747|DNA mismatch repair protein MSH6|LOC110987988,curated,n/a,n/a,n/a,n/a
NW-022145604.1:26674424-26675258,48.2,48.39,21.69,44.67,LOC586002,carbohydrate sulfotransferase 11,21040,834,3.963878326996198,NW_022145604.1:26670318-26691358,ECB-GENEPAGE-23103403,Sp-Chst11_6|Sp-Chst11_8|Sp-Chst11_7| carbohydrate (chondroitin 4) sulfotransferase 11-8 | carbohydrate (chondroitin 4) sulfotransferase 11-6 | carbohydrate (chondroitin 4) sulfotransferase 11-7|SPU_006078|SPU_006079|SPU_006077,partially curated,n/a,"GO:0000139,GO:0008146,GO:0016051",n/a,n/a
NW-022145609.1:29207547-29207643,64.22,77.66,12.05,69.71,ssap,stage specific activator protein,15840,96,0.6060606060606061,NW_022145609.1:29207017-29222857,ECB-GENEPAGE-23136214,Sp-Dazap_1|SPU_025714|SPU_024306,partially curated,n/a,GO:0003723,KEGG:spu:373473,n/a
NW-022145610.1:27416959-27417792,90.09,88.19,48.39,5.88,LOC100894022,uncharacterized LOC100894022,8494,833,9.806922533553095,NW_022145610.1:27416151-27424645,ECB-GENEPAGE-23143989,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145600.1:30724774-30725606,12.51,29.18,7.01,34.21,LOC756811,disintegrin and metalloproteinase domain-containing protein 12,37794,832,2.2014076308408743,NW_022145600.1:30723945-30761739,ECB-GENEPAGE-23077989,Sp-MetagidinL|SPU_030020|a disintegrin and metalloprotease domain15 protein|Sp-Adam15L3|SPU_020547|Sp-Unk_38|SPU_007355,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:7338668-7339499,27.49,19.06,6.21,48.03,LOC100888375,uncharacterized LOC100888375,19136,831,4.342600334448161,NW_022145605.1:7338549-7357685,ECB-GENEPAGE-23106237,Sp-Hypp_109|SPU_015209|hypothetical protein-109|LOC110981999,partially curated,n/a,n/a,n/a,n/a
