ECB-GENEPAGE-23009062	ECB-GENE-23009063	LOC105443448	KEGG:spu:105443448
ECB-GENEPAGE-23064475	ECB-GENE-23064476	LOC593787	KEGG:spu:593787
ECB-GENEPAGE-23064481	ECB-GENE-23064482	LOC100892988	KEGG:spu:100892988
ECB-GENEPAGE-23064572	ECB-GENE-23064573	LOC763602	KEGG:spu:763602
ECB-GENEPAGE-23064607	ECB-GENE-23064608	pkd1a	KEGG:spu:586376
ECB-GENEPAGE-23064616	ECB-GENE-23064617	tekt3	KEGG:spu:586326
ECB-GENEPAGE-23064622	ECB-GENE-23064623	LOC586304	KEGG:spu:586304
ECB-GENEPAGE-23064714	ECB-GENE-23064715	LOC577333	KEGG:spu:577333
ECB-GENEPAGE-23064731	ECB-GENE-23064732	LOC100888030	KEGG:spu:100888030
ECB-GENEPAGE-23064740	ECB-GENE-23064741	LOC589079	KEGG:spu:589079
ECB-GENEPAGE-23064817	ECB-GENE-23064818	LOC585458	KEGG:spu:585458
ECB-GENEPAGE-23064909	ECB-GENE-23064910	LOC578478	KEGG:spu:578478
ECB-GENEPAGE-23065053	ECB-GENE-23065054	LOC100891500	KEGG:spu:100891500
ECB-GENEPAGE-23065128	ECB-GENE-23065129	aimp2	KEGG:spu:575132
ECB-GENEPAGE-23065240	ECB-GENE-23065241	znf598	KEGG:spu:583044
ECB-GENEPAGE-23065247	ECB-GENE-23065248	LOC583066	KEGG:spu:583066
ECB-GENEPAGE-23065326	ECB-GENE-23065327	LOC582823	KEGG:spu:582823
ECB-GENEPAGE-23065339	ECB-GENE-23065340	LOC105441623	KEGG:spu:105441623
ECB-GENEPAGE-23065377	ECB-GENE-23065378	ECaSt	KEGG:spu:373305
ECB-GENEPAGE-23065387	ECB-GENE-23065388	LOC576198	KEGG:spu:576198
ECB-GENEPAGE-23065436	ECB-GENE-23065437	LOC583204	KEGG:spu:583204
ECB-GENEPAGE-23065459	ECB-GENE-23065460	sox9	KEGG:spu:581729
ECB-GENEPAGE-23065471	ECB-GENE-23065472	LOC105445487	KEGG:spu:105445487
ECB-GENEPAGE-23065475	ECB-GENE-23065476	wdr45b	KEGG:spu:588187
ECB-GENEPAGE-23065482	ECB-GENE-23065483	echs1	KEGG:spu:575690
ECB-GENEPAGE-23065488	ECB-GENE-23065489	pkd1b	KEGG:spu:100048988
ECB-GENEPAGE-23065555	ECB-GENE-23065556	LOC575348	KEGG:spu:575348
ECB-GENEPAGE-23065561	ECB-GENE-23065562	LOC753615	KEGG:spu:753615
ECB-GENEPAGE-23065621	ECB-GENE-23065622	LOC578545	KEGG:spu:578545
ECB-GENEPAGE-23065670	ECB-GENE-23065671	dnai2	KEGG:spu:592031
ECB-GENEPAGE-23065693	ECB-GENE-23065694	LOC574554	KEGG:spu:574554
ECB-GENEPAGE-23065699	ECB-GENE-23065700	mrps7	KEGG:spu:576469
ECB-GENEPAGE-23065785	ECB-GENE-23065786	chmp6	KEGG:spu:577320
ECB-GENEPAGE-23065986	ECB-GENE-23065987	nubp1	KEGG:spu:580646
ECB-GENEPAGE-23066124	ECB-GENE-23066125	LOC584354	KEGG:spu:584354
ECB-GENEPAGE-23066173	ECB-GENE-23066174	foxj1	KEGG:spu:581613
ECB-GENEPAGE-23066220	ECB-GENE-23066221	dnaaf5	KEGG:spu:586308
ECB-GENEPAGE-23066437	ECB-GENE-23066438	ankat1	KEGG:spu:590011
ECB-GENEPAGE-23066521	ECB-GENE-23066522	LOC592142	KEGG:spu:592142
ECB-GENEPAGE-23066597	ECB-GENE-23066598	LOC579227	KEGG:spu:579227
ECB-GENEPAGE-23066635	ECB-GENE-23066636	LOC100887969	KEGG:spu:100887969
ECB-GENEPAGE-23066937	ECB-GENE-23066938	LOC100893368	KEGG:spu:100893368
ECB-GENEPAGE-23067030	ECB-GENE-23067031	LOC100891174	KEGG:spu:100891174
ECB-GENEPAGE-23067077	ECB-GENE-23067078	LOC577464	KEGG:spu:577464
ECB-GENEPAGE-23067109	ECB-GENE-23067110	LOC586991	KEGG:spu:586991
ECB-GENEPAGE-23067121	ECB-GENE-23067122	LOC587038	KEGG:spu:587038
ECB-GENEPAGE-23067126	ECB-GENE-23067127	LOC583667	KEGG:spu:583667
ECB-GENEPAGE-23067176	ECB-GENE-23067177	LOC577063	KEGG:spu:577063
ECB-GENEPAGE-23067186	ECB-GENE-23067187	LOC100891168	KEGG:spu:100891168
ECB-GENEPAGE-23067201	ECB-GENE-23067202	LOC589705	KEGG:spu:589705
ECB-GENEPAGE-23067207	ECB-GENE-23067208	LOC100890945	KEGG:spu:100890945
ECB-GENEPAGE-23067213	ECB-GENE-23067214	LOC589771	KEGG:spu:589771
ECB-GENEPAGE-23067262	ECB-GENE-23067263	LOC592077	KEGG:spu:592077
ECB-GENEPAGE-23067319	ECB-GENE-23067320	LOC580116	KEGG:spu:580116
ECB-GENEPAGE-23067347	ECB-GENE-23067348	LOC100891118	KEGG:spu:100891118
ECB-GENEPAGE-23067490	ECB-GENE-23067491	mynnl1	KEGG:spu:100893972
ECB-GENEPAGE-23067663	ECB-GENE-23067664	tekt4	KEGG:spu:577210
ECB-GENEPAGE-23067731	ECB-GENE-23067732	LOC105440774	KEGG:spu:105440774
ECB-GENEPAGE-23067827	ECB-GENE-23067828	LOC578140	KEGG:spu:578140
ECB-GENEPAGE-23067969	ECB-GENE-23067970	LOC100889101	KEGG:spu:100889101
ECB-GENEPAGE-23067996	ECB-GENE-23067997	LOC577016	KEGG:spu:577016
ECB-GENEPAGE-23068035	ECB-GENE-23068036	alkbh5	KEGG:spu:579335
ECB-GENEPAGE-23068131	ECB-GENE-23068132	LOC581182	KEGG:spu:581182
ECB-GENEPAGE-23068165	ECB-GENE-23068166	LOC100890020	KEGG:spu:100890020
ECB-GENEPAGE-23068175	ECB-GENE-23068176	cyiiib	KEGG:spu:373296
ECB-GENEPAGE-23068190	ECB-GENE-23068191	CyIIIa	KEGG:spu:373298
ECB-GENEPAGE-23068262	ECB-GENE-23068263	LOC100888897	KEGG:spu:100888897
ECB-GENEPAGE-23068320	ECB-GENE-23068321	elovl6	KEGG:spu:100893456
ECB-GENEPAGE-23068329	ECB-GENE-23068330	pkdrejl	KEGG:spu:100034243
ECB-GENEPAGE-23068577	ECB-GENE-23068578	lcmt1	KEGG:spu:584645
ECB-GENEPAGE-23068590	ECB-GENE-23068591	LOC753857	KEGG:spu:753857
ECB-GENEPAGE-23068692	ECB-GENE-23068693	LOC100891061	KEGG:spu:100891061
ECB-GENEPAGE-23068716	ECB-GENE-23068717	LOC576611	KEGG:spu:576611
ECB-GENEPAGE-23068783	ECB-GENE-23068784	LOC578598	KEGG:spu:578598
ECB-GENEPAGE-23068803	ECB-GENE-23068804	drc3	KEGG:spu:593089
ECB-GENEPAGE-23068887	ECB-GENE-23068888	LOC100889085	KEGG:spu:100889085
ECB-GENEPAGE-23068959	ECB-GENE-23068960	rrs1	KEGG:spu:575632
ECB-GENEPAGE-23069000	ECB-GENE-23069001	FSCN1	KEGG:spu:373309
ECB-GENEPAGE-23069018	ECB-GENE-23069019	LOC585245	KEGG:spu:585245
ECB-GENEPAGE-23069231	ECB-GENE-23069232	LOC579342	KEGG:spu:579342
ECB-GENEPAGE-23069237	ECB-GENE-23069238	LOC579278	KEGG:spu:579278
ECB-GENEPAGE-23069258	ECB-GENE-23069259	LOC582748	KEGG:spu:582748
ECB-GENEPAGE-23069263	ECB-GENE-23069264	LOC582814	KEGG:spu:582814
ECB-GENEPAGE-23069310	ECB-GENE-23069311	dcun1d3	KEGG:spu:577457
ECB-GENEPAGE-23069505	ECB-GENE-23069506	LOC587261	KEGG:spu:587261
ECB-GENEPAGE-23069589	ECB-GENE-23069590	potekp2	KEGG:spu:581650
ECB-GENEPAGE-23069622	ECB-GENE-23069623	cant1	KEGG:spu:587808
ECB-GENEPAGE-23069789	ECB-GENE-23069790	LOC586530	KEGG:spu:586375,KEGG:spu:586530
ECB-GENEPAGE-23070002	ECB-GENE-23070003	kmo	KEGG:spu:592365
ECB-GENEPAGE-23070047	ECB-GENE-23070048	LOC582332	KEGG:spu:105440217,KEGG:spu:581030,KEGG:spu:582332,KEGG:spu:754126
ECB-GENEPAGE-23070052	ECB-GENE-23070053	LOC373343	KEGG:spu:373325,KEGG:spu:373341,KEGG:spu:373343,KEGG:spu:373346,KEGG:spu:752187,KEGG:spu:753158,KEGG:spu:753782,KEGG:spu:753944,KEGG:spu:754292,KEGG:spu:754479
ECB-GENEPAGE-23070057	ECB-GENE-23070058	LOC373347	KEGG:spu:373347
ECB-GENEPAGE-23070271	ECB-GENE-23070272	LOC100889399	KEGG:spu:100889399
ECB-GENEPAGE-23070503	ECB-GENE-23070504	LOC575154	KEGG:spu:575154
ECB-GENEPAGE-23070551	ECB-GENE-23070552	LOC584532	KEGG:spu:584532
ECB-GENEPAGE-23070690	ECB-GENE-23070691	LOC373213	KEGG:spu:373213
ECB-GENEPAGE-23070777	ECB-GENE-23070778	LOC577365	KEGG:spu:577365
ECB-GENEPAGE-23070900	ECB-GENE-23070901	egf1	KEGG:spu:373313
ECB-GENEPAGE-23070924	ECB-GENE-23070925	LOC582784	KEGG:spu:582784
ECB-GENEPAGE-23070929	ECB-GENE-23070930	LOC105436692	KEGG:spu:105436692
ECB-GENEPAGE-23071135	ECB-GENE-23071136	LOC580493	KEGG:spu:580493
ECB-GENEPAGE-23071150	ECB-GENE-23071151	LOC105442188	KEGG:spu:105442188
ECB-GENEPAGE-23071426	ECB-GENE-23071427	LOC756877	KEGG:spu:756877
ECB-GENEPAGE-23071431	ECB-GENE-23071432	LOC589195	KEGG:spu:589195
ECB-GENEPAGE-23071443	ECB-GENE-23071444	ube2i	KEGG:spu:589147
ECB-GENEPAGE-23071450	ECB-GENE-23071451	LOC105443164	KEGG:spu:105443164
ECB-GENEPAGE-23071515	ECB-GENE-23071516	LOC588721	KEGG:spu:588721
ECB-GENEPAGE-23071598	ECB-GENE-23071599	LOC756072	KEGG:spu:756072
ECB-GENEPAGE-23071612	ECB-GENE-23071613	LOC593118	KEGG:spu:593118
ECB-GENEPAGE-23071677	ECB-GENE-23071678	LOC586242	KEGG:spu:586242
ECB-GENEPAGE-23071686	ECB-GENE-23071687	LOC586281	KEGG:spu:586281
ECB-GENEPAGE-23071753	ECB-GENE-23071754	sgsh	KEGG:spu:592189
ECB-GENEPAGE-23071760	ECB-GENE-23071761	rsl1d1	KEGG:spu:592202
ECB-GENEPAGE-23071770	ECB-GENE-23071771	LOC591104	KEGG:spu:591104
ECB-GENEPAGE-23071790	ECB-GENE-23071791	LOC577318	KEGG:spu:577318
ECB-GENEPAGE-23071813	ECB-GENE-23071814	abcc6	KEGG:spu:591344
ECB-GENEPAGE-23071885	ECB-GENE-23071886	LOC100891656	KEGG:spu:100891656
ECB-GENEPAGE-23071891	ECB-GENE-23071892	LOC588807	KEGG:spu:588807
ECB-GENEPAGE-23071912	ECB-GENE-23071913	LOC581537	KEGG:spu:581537
ECB-GENEPAGE-23071918	ECB-GENE-23071919	LOC588846	KEGG:spu:588846
ECB-GENEPAGE-23071926	ECB-GENE-23071927	LOC593690	KEGG:spu:593690
ECB-GENEPAGE-23072022	ECB-GENE-23072023	LOC577750	KEGG:spu:577750
ECB-GENEPAGE-23072028	ECB-GENE-23072029	hectd2	KEGG:spu:577684
ECB-GENEPAGE-23072072	ECB-GENE-23072073	LOC100889309	KEGG:spu:100889309
ECB-GENEPAGE-23072097	ECB-GENE-23072098	LOC578694	KEGG:spu:578694
ECB-GENEPAGE-23072104	ECB-GENE-23072105	btbd16	KEGG:spu:582798
ECB-GENEPAGE-23072156	ECB-GENE-23072157	LOC582674	KEGG:spu:582674
ECB-GENEPAGE-23072228	ECB-GENE-23072229	gll	KEGG:spu:582267
ECB-GENEPAGE-23072390	ECB-GENE-23072391	LOC105442477	KEGG:spu:105442477
ECB-GENEPAGE-23072495	ECB-GENE-23072496	ung	KEGG:spu:586702
ECB-GENEPAGE-23072526	ECB-GENE-23072527	LOC582423	KEGG:spu:582423
ECB-GENEPAGE-23072632	ECB-GENE-23072633	LOC752258	KEGG:spu:752258
ECB-GENEPAGE-23072753	ECB-GENE-23072754	LOC582240	KEGG:spu:582240
ECB-GENEPAGE-23072840	ECB-GENE-23072841	LOC574762	KEGG:spu:574762
ECB-GENEPAGE-23072991	ECB-GENE-23072992	LOC581901	KEGG:spu:581901
ECB-GENEPAGE-23073002	ECB-GENE-23073003	LOC581812	KEGG:spu:581812
ECB-GENEPAGE-23073008	ECB-GENE-23073009	LOC581753	KEGG:spu:581753
ECB-GENEPAGE-23073080	ECB-GENE-23073081	LOC593936	KEGG:spu:593936
ECB-GENEPAGE-23073121	ECB-GENE-23073122	LOC581392	KEGG:spu:581392
ECB-GENEPAGE-23073158	ECB-GENE-23073159	LOC105438271	KEGG:spu:105438271
ECB-GENEPAGE-23073222	ECB-GENE-23073223	LOC582234	KEGG:spu:582234
ECB-GENEPAGE-23073226	ECB-GENE-23073227	LOC105445362	KEGG:spu:105445362
ECB-GENEPAGE-23073230	ECB-GENE-23073231	LOC582148	KEGG:spu:582148
ECB-GENEPAGE-23073234	ECB-GENE-23073235	LOC763420	KEGG:spu:763420
ECB-GENEPAGE-23073238	ECB-GENE-23073239	LOC584660	KEGG:spu:584660
ECB-GENEPAGE-23073262	ECB-GENE-23073263	LOC577406	KEGG:spu:577406
ECB-GENEPAGE-23073277	ECB-GENE-23073278	LOC591722	KEGG:spu:591722
ECB-GENEPAGE-23073285	ECB-GENE-23073286	LOC590519	KEGG:spu:590519
ECB-GENEPAGE-23073293	ECB-GENE-23073294	LOC581968	KEGG:spu:581968
ECB-GENEPAGE-23073332	ECB-GENE-23073333	LOC576320	KEGG:spu:576320
ECB-GENEPAGE-23073366	ECB-GENE-23073367	LOC754905	KEGG:spu:754905
ECB-GENEPAGE-23073414	ECB-GENE-23073415	hrh2	KEGG:spu:587513
ECB-GENEPAGE-23073450	ECB-GENE-23073451	LOC100891668	KEGG:spu:100891668
ECB-GENEPAGE-23073492	ECB-GENE-23073493	LOC580192	KEGG:spu:580192
ECB-GENEPAGE-23073644	ECB-GENE-23073645	LOC592819	KEGG:spu:592819
ECB-GENEPAGE-23073650	ECB-GENE-23073651	LOC583538	KEGG:spu:583538
ECB-GENEPAGE-23073675	ECB-GENE-23073676	LOC581142	KEGG:spu:581142
ECB-GENEPAGE-23073819	ECB-GENE-23073820	LOC579394	KEGG:spu:579394
ECB-GENEPAGE-23073872	ECB-GENE-23073873	LOC583060	KEGG:spu:583060
ECB-GENEPAGE-23074110	ECB-GENE-23074111	LOC578274	KEGG:spu:578274
ECB-GENEPAGE-23074122	ECB-GENE-23074123	LOC578403	KEGG:spu:578403
ECB-GENEPAGE-23074196	ECB-GENE-23074197	LOC575425	KEGG:spu:575425
ECB-GENEPAGE-23074285	ECB-GENE-23074286	LOC584912	KEGG:spu:584912
ECB-GENEPAGE-23074298	ECB-GENE-23074299	LOC578162	KEGG:spu:578162
ECB-GENEPAGE-23074312	ECB-GENE-23074313	zbtb47	KEGG:spu:591571
ECB-GENEPAGE-23074433	ECB-GENE-23074434	LOC100890292	KEGG:spu:100890292
ECB-GENEPAGE-23074447	ECB-GENE-23074448	LOC575294	KEGG:spu:575294
ECB-GENEPAGE-23074476	ECB-GENE-23074477	LOC576260	KEGG:spu:576260
ECB-GENEPAGE-23074561	ECB-GENE-23074562	LOC590061	KEGG:spu:590061
ECB-GENEPAGE-23074613	ECB-GENE-23074614	LOC581288	KEGG:spu:581288
ECB-GENEPAGE-23074629	ECB-GENE-23074630	LOC581179	KEGG:spu:581179
ECB-GENEPAGE-23074726	ECB-GENE-23074727	LOC586387	KEGG:spu:586387
ECB-GENEPAGE-23074731	ECB-GENE-23074732	PRP1	KEGG:spu:373417
ECB-GENEPAGE-23074739	ECB-GENE-23074740	LOC577412	KEGG:spu:577412
ECB-GENEPAGE-23074787	ECB-GENE-23074788	LOC574881	KEGG:spu:574881
ECB-GENEPAGE-23074947	ECB-GENE-23074948	LOC580110	KEGG:spu:580110
ECB-GENEPAGE-23075032	ECB-GENE-23075033	LOC574954	KEGG:spu:574954
ECB-GENEPAGE-23075045	ECB-GENE-23075046	neurll	KEGG:spu:581034
ECB-GENEPAGE-23075068	ECB-GENE-23075069	LOC581161	KEGG:spu:581161
ECB-GENEPAGE-23075090	ECB-GENE-23075091	pde5a	KEGG:spu:582146
ECB-GENEPAGE-23075099	ECB-GENE-23075100	LOC100888397	KEGG:spu:100888397
ECB-GENEPAGE-23075131	ECB-GENE-23075132	LOC581500	KEGG:spu:581500
ECB-GENEPAGE-23075207	ECB-GENE-23075208	LOC581331	KEGG:spu:581331
ECB-GENEPAGE-23075247	ECB-GENE-23075248	fgfrl1	KEGG:spu:578697
ECB-GENEPAGE-23075257	ECB-GENE-23075258	fgfr3	KEGG:spu:373310
ECB-GENEPAGE-23075285	ECB-GENE-23075286	LOC588196	KEGG:spu:588196
ECB-GENEPAGE-23075301	ECB-GENE-23075302	LOC100888622	KEGG:spu:100888622
ECB-GENEPAGE-23075323	ECB-GENE-23075324	LOC576138	KEGG:spu:576138
ECB-GENEPAGE-23075372	ECB-GENE-23075373	LOC580002	KEGG:spu:580002
ECB-GENEPAGE-23075442	ECB-GENE-23075443	LOC577487	KEGG:spu:577487
ECB-GENEPAGE-23075482	ECB-GENE-23075483	LOC100892706	KEGG:spu:100892706
ECB-GENEPAGE-23075660	ECB-GENE-23075661	msx1	KEGG:spu:373467
ECB-GENEPAGE-23075682	ECB-GENE-23075683	mgmt	KEGG:spu:100889029
ECB-GENEPAGE-23075687	ECB-GENE-23075688	LOC586089	KEGG:spu:586089
ECB-GENEPAGE-23075717	ECB-GENE-23075718	LOC404228	KEGG:spu:404228
ECB-GENEPAGE-23075724	ECB-GENE-23075725	LOC105440812	KEGG:spu:105440812
ECB-GENEPAGE-23075747	ECB-GENE-23075748	LOC576783	KEGG:spu:576783
ECB-GENEPAGE-23075760	ECB-GENE-23075761	LOC373403	KEGG:spu:373403
ECB-GENEPAGE-23075768	ECB-GENE-23075769	nhp2	KEGG:spu:577044
ECB-GENEPAGE-23075782	ECB-GENE-23075783	LOC591199	KEGG:spu:591199
ECB-GENEPAGE-23075807	ECB-GENE-23075808	LOC585670	KEGG:spu:585670
ECB-GENEPAGE-23075827	ECB-GENE-23075828	LOC585872	KEGG:spu:585872
ECB-GENEPAGE-23075891	ECB-GENE-23075892	LOC577688	KEGG:spu:577688
ECB-GENEPAGE-23075975	ECB-GENE-23075976	LOC579771	KEGG:spu:579771
ECB-GENEPAGE-23076019	ECB-GENE-23076020	egf2	KEGG:spu:373304
ECB-GENEPAGE-23076070	ECB-GENE-23076071	ubtd2	KEGG:spu:586395
ECB-GENEPAGE-23076093	ECB-GENE-23076094	LOC100893702	KEGG:spu:100893702
ECB-GENEPAGE-23076136	ECB-GENE-23076137	LOC581884	KEGG:spu:581884
ECB-GENEPAGE-23076279	ECB-GENE-23076280	LOC579147	KEGG:spu:579147
ECB-GENEPAGE-23076403	ECB-GENE-23076404	LOC574869	KEGG:spu:574869
ECB-GENEPAGE-23076546	ECB-GENE-23076547	MMP14	KEGG:spu:582797
ECB-GENEPAGE-23076599	ECB-GENE-23076600	LOC587448	KEGG:spu:587448
ECB-GENEPAGE-23076655	ECB-GENE-23076656	LOC576153	KEGG:spu:576153
ECB-GENEPAGE-23076744	ECB-GENE-23076745	Tlr1.1	KEGG:spu:373263
ECB-GENEPAGE-23076762	ECB-GENE-23076763	LOC755612	KEGG:spu:755612
ECB-GENEPAGE-23076819	ECB-GENE-23076820	rnpc3	KEGG:spu:577891
ECB-GENEPAGE-23076890	ECB-GENE-23076891	nkx6	KEGG:spu:576870
ECB-GENEPAGE-23076935	ECB-GENE-23076936	LOC581018	KEGG:spu:581018
ECB-GENEPAGE-23076960	ECB-GENE-23076961	ciao1	KEGG:spu:576573
ECB-GENEPAGE-23077143	ECB-GENE-23077144	sia4	KEGG:spu:586329
ECB-GENEPAGE-23077153	ECB-GENE-23077154	LOC763900	KEGG:spu:763900
ECB-GENEPAGE-23077373	ECB-GENE-23077374	oprl1l	KEGG:spu:575907
ECB-GENEPAGE-23077377	ECB-GENE-23077378	LOC100887948	KEGG:spu:100887948
ECB-GENEPAGE-23077382	ECB-GENE-23077383	LOC576037	KEGG:spu:576037
ECB-GENEPAGE-23077538	ECB-GENE-23077539	LOC100892480	KEGG:spu:100892480
ECB-GENEPAGE-23077632	ECB-GENE-23077633	LOC585989	KEGG:spu:585989
ECB-GENEPAGE-23077679	ECB-GENE-23077680	HMX	KEGG:spu:373358
ECB-GENEPAGE-23077687	ECB-GENE-23077688	Nk1	KEGG:spu:575213
ECB-GENEPAGE-23078020	ECB-GENE-23078021	tmem129	KEGG:spu:762775
ECB-GENEPAGE-23078062	ECB-GENE-23078063	LOC586768	KEGG:spu:586768
ECB-GENEPAGE-23078085	ECB-GENE-23078086	SLBP	KEGG:spu:393083
ECB-GENEPAGE-23078107	ECB-GENE-23078108	LOXL2	KEGG:spu:585092
ECB-GENEPAGE-23078214	ECB-GENE-23078215	gpaa1	KEGG:spu:591529
ECB-GENEPAGE-23078225	ECB-GENE-23078226	mgat2	KEGG:spu:593053
ECB-GENEPAGE-23078330	ECB-GENE-23078331	LOC585177	KEGG:spu:585177
ECB-GENEPAGE-23078345	ECB-GENE-23078346	LOC594337	KEGG:spu:594337
ECB-GENEPAGE-23078396	ECB-GENE-23078397	LOC578323	KEGG:spu:578323
ECB-GENEPAGE-23078522	ECB-GENE-23078523	LOC583159	KEGG:spu:583159
ECB-GENEPAGE-23078531	ECB-GENE-23078532	LOC754143	KEGG:spu:754143
ECB-GENEPAGE-23078622	ECB-GENE-23078623	LOC593913	KEGG:spu:593913
ECB-GENEPAGE-23078630	ECB-GENE-23078631	LOC593904	KEGG:spu:593904
ECB-GENEPAGE-23078672	ECB-GENE-23078673	trnt1	KEGG:spu:579571
ECB-GENEPAGE-23078683	ECB-GENE-23078684	emx1l	KEGG:spu:577702
ECB-GENEPAGE-23078877	ECB-GENE-23078878	LOC581783	KEGG:spu:581783
ECB-GENEPAGE-23078926	ECB-GENE-23078927	LOC579294	KEGG:spu:579294
ECB-GENEPAGE-23078954	ECB-GENE-23078955	LOC762611	KEGG:spu:762611
ECB-GENEPAGE-23079037	ECB-GENE-23079038	LOC575750	KEGG:spu:575750
ECB-GENEPAGE-23079043	ECB-GENE-23079044	LOC575624	KEGG:spu:575624
ECB-GENEPAGE-23079070	ECB-GENE-23079071	LOC575349	KEGG:spu:575349
ECB-GENEPAGE-23079135	ECB-GENE-23079136	anapc10	KEGG:spu:578419
ECB-GENEPAGE-23079174	ECB-GENE-23079175	tspan33	KEGG:spu:583302
ECB-GENEPAGE-23079243	ECB-GENE-23079244	LOC105441794	KEGG:spu:105441794
ECB-GENEPAGE-23079264	ECB-GENE-23079265	LOC590165	KEGG:spu:590165
ECB-GENEPAGE-23079287	ECB-GENE-23079288	LOC100889290	KEGG:spu:100889290
ECB-GENEPAGE-23079293	ECB-GENE-23079294	cox15	KEGG:spu:575210
ECB-GENEPAGE-23079536	ECB-GENE-23079537	kif11	KEGG:spu:373241
ECB-GENEPAGE-23079706	ECB-GENE-23079707	ubiad1	KEGG:spu:100888882
ECB-GENEPAGE-23079797	ECB-GENE-23079798	LOC591689	KEGG:spu:591689
ECB-GENEPAGE-23079856	ECB-GENE-23079857	LOC100891910	KEGG:spu:100891910
ECB-GENEPAGE-23079924	ECB-GENE-23079925	LOC581454	KEGG:spu:581454
ECB-GENEPAGE-23080139	ECB-GENE-23080140	LOC100892014	KEGG:spu:100892014
ECB-GENEPAGE-23080210	ECB-GENE-23080211	LOC582114	KEGG:spu:582114
ECB-GENEPAGE-23080315	ECB-GENE-23080316	LOC583606	KEGG:spu:583606
ECB-GENEPAGE-23080411	ECB-GENE-23080412	sdf4	KEGG:spu:578559
ECB-GENEPAGE-23080417	ECB-GENE-23080418	LOC756518	KEGG:spu:756518
ECB-GENEPAGE-23080492	ECB-GENE-23080493	LOC593620	KEGG:spu:593620
ECB-GENEPAGE-23080630	ECB-GENE-23080631	LOC587868	KEGG:spu:587868
ECB-GENEPAGE-23080765	ECB-GENE-23080766	LOC584477	KEGG:spu:584477
ECB-GENEPAGE-23080813	ECB-GENE-23080814	LOC373185	KEGG:spu:373185
ECB-GENEPAGE-23080842	ECB-GENE-23080843	LOC105447464	KEGG:spu:105447464
ECB-GENEPAGE-23080846	ECB-GENE-23080847	LOC105445278	KEGG:spu:105445278
ECB-GENEPAGE-23080915	ECB-GENE-23080916	LOC577463	KEGG:spu:577463
ECB-GENEPAGE-23080967	ECB-GENE-23080968	LOC100889776	KEGG:spu:100889776
ECB-GENEPAGE-23081385	ECB-GENE-23081386	sdhb	KEGG:spu:589263
ECB-GENEPAGE-23081390	ECB-GENE-23081391	LOC373518	KEGG:spu:373518
ECB-GENEPAGE-23081397	ECB-GENE-23081398	LOC584768	KEGG:spu:584768
ECB-GENEPAGE-23081435	ECB-GENE-23081436	LOC548616	KEGG:spu:548616
ECB-GENEPAGE-23081639	ECB-GENE-23081640	LOC586205	KEGG:spu:586205
ECB-GENEPAGE-23081682	ECB-GENE-23081683	LOC580441	KEGG:spu:580441
ECB-GENEPAGE-23081715	ECB-GENE-23081716	LOC100891648	KEGG:spu:100891648
ECB-GENEPAGE-23081721	ECB-GENE-23081722	LOC592039	KEGG:spu:592039
ECB-GENEPAGE-23081766	ECB-GENE-23081767	LOC586114	KEGG:spu:586114
ECB-GENEPAGE-23081861	ECB-GENE-23081862	LOC753270	KEGG:spu:753270
ECB-GENEPAGE-23081922	ECB-GENE-23081923	foxl2l	KEGG:spu:751846
ECB-GENEPAGE-23081941	ECB-GENE-23081942	LOC105444652	KEGG:spu:105444652
ECB-GENEPAGE-23082201	ECB-GENE-23082202	LOC100889722	KEGG:spu:100889722
ECB-GENEPAGE-23082234	ECB-GENE-23082235	LOC581970	KEGG:spu:581970
ECB-GENEPAGE-23082242	ECB-GENE-23082243	LOC592057	KEGG:spu:592057
ECB-GENEPAGE-23082273	ECB-GENE-23082274	LOC755749	KEGG:spu:755749
ECB-GENEPAGE-23082374	ECB-GENE-23082375	LOC575449	KEGG:spu:575449
ECB-GENEPAGE-23082379	ECB-GENE-23082380	LOC575517	KEGG:spu:575517
ECB-GENEPAGE-23082478	ECB-GENE-23082479	LOC575308	KEGG:spu:575308
ECB-GENEPAGE-23082536	ECB-GENE-23082537	LOC591480	KEGG:spu:591480
ECB-GENEPAGE-23082590	ECB-GENE-23082591	LOC100893688	KEGG:spu:100893688,KEGG:spu:764479
ECB-GENEPAGE-23082600	ECB-GENE-23082601	LOC584883	KEGG:spu:584883
ECB-GENEPAGE-23082621	ECB-GENE-23082622	LOC586940	KEGG:spu:586940
ECB-GENEPAGE-23082635	ECB-GENE-23082636	LOC594405	KEGG:spu:594405
ECB-GENEPAGE-23082692	ECB-GENE-23082693	polr2d	KEGG:spu:591189
ECB-GENEPAGE-23082761	ECB-GENE-23082762	hes	KEGG:spu:414294
ECB-GENEPAGE-23082885	ECB-GENE-23082886	LOC764432	KEGG:spu:764432
ECB-GENEPAGE-23082906	ECB-GENE-23082907	LOC105447196	KEGG:spu:105447196
ECB-GENEPAGE-23082927	ECB-GENE-23082928	ano7	KEGG:spu:580474
ECB-GENEPAGE-23082973	ECB-GENE-23082974	LOC593362	KEGG:spu:593362
ECB-GENEPAGE-23083058	ECB-GENE-23083059	LOC588590	KEGG:spu:588590
ECB-GENEPAGE-23083113	ECB-GENE-23083114	LOC589451	KEGG:spu:589451
ECB-GENEPAGE-23083192	ECB-GENE-23083193	LOC105438524	KEGG:spu:105438524
